Text,Summary,Score
"I will admit that I like strong flavorful but not burnt tasting coffee. I give four stars to the Tully House Blend, but this Breakfast Blend is quite weak.<br />After ordering fifty of them, my husband and I in desperation have been trying to use them up by putting a kcup on espresso setting and using 2-3 kcups on Expresso  as needed to fill up our coffee cup. I'm sure it's a  fine Kcup if you like weak coffee, but...",Very bland and weak coffee,1
Damaged item very bad,Hated it!,1
"Utterly waste, I suggest don't buy,",Nan,1
low quality,Worthless,1
NOT AS SHOWN IN PIC,Nan,1
Didn't working,Hated it!,1
Bed,Useless product,1
Worest product,Worthless,1
"Over the years I have started drinking more tea and have found that there is a HUGE difference in taste from manufacturer to manufacturer.  I have found that Lipton has almost no flavor (it used to, some years ago).  I currently have about 20 different teas on hand, most from English or Asian manufacturers, which have a noticeable flavor.  If you love tea, try one of the imports.  You'll be surprised how bland Lipton really tastes.",Brown water,1
"Sorry, but I dont eat mexican or chinese made candies. I now buy pearsons or palmers peppermint patties. Check the labels folks foreign factories dont have food safety regulations.",Made in Mexico,1
"These cookies are horrible, and way too expensive, My kids don't like them and only the dog will eat them.",snackanimals,1
It's not with stand the heat more than 7 hours,Terrible product,1
Very bad,Very poor,1
Bad quality ðð,Very poor,1
Waste money waste products flipcart,Did not meet expectations,1
Quality is not good..,Nan,1
Burned cell not satisfied,Utterly Disappointed,1
"This is a very deceiving advertisement. It says each bag has over 300 pieces, so you think you're getting a good deal at $11.90 or whatever per bag. THAT IS NOT WHAT YOU GET. You get a regular bag of candy with 27 pieces in it. So you end up paying about $15 for something you could have gotten from the store for about $4.",Read the full description,1
I guess it might taste okay and I do wish I had heeded earlier reviews because they warned that the product could arrive broken in an olive oil soaked box.  It was true for me last month as well as it was over a year ago.  Didn't anyone get the message?,Bad Shipping Policy,1
Just two months after buying it stopped working suddenly. We requested to support they told us that you have to pay for the faulty spate part . It is still under warranty and you have to pay for parts. Very pathetic support.,Not recommended at all,1
"I have to agree with the reviews that comments on the texture as well as the taste.  I also bought 12 and had to throw out 11.  I was really disappointed as the picture looked nothing like the finished product.  The gloppy green paste that was the result had a really questionable taste, too.  I can't recommend this mix to anyone who might be looking for a good alfredo sauce.  Don't waste your money!",Agree with the review from Portland,1
Little only in the bottle not worthy,Unsatisfactory,1
"If you are buying this product by reading it's description ""100% Premium Cotton"", don't buy it, it's cheap material like poor lycra.",Nan,1
Poor,Hated it!,1
Worst item,Hated it!,1
Very bad,Worthless,1
"I found the Strawberry Kiwi WATER the best. Don't use it for weight, use it to keep my blood sugar stable and I need the protein.  I tried the powder mix but it doesn't completely dissolve and leaves a grainy taste in your mouth and in my job I don't have many places to stop and mix the powder in the water.  Takes too much time and is messy.<br />Please bring back the Special K2O Strawberry Kiwi WATER.",NO to POWDER--Bottled Spec K2O  water strawberry kiwi tastes better,1
Bad quality mobile,Worthless,1
Any one please Don't purchase this productLow quality product,Terrible product,1
Product wasn't even stitched at one end and cut uneven. Really disappointed in the quality,Very poor,1
"I don't know what you guys are thinking but this is AWFUL!  It's much too bitter and has not sweetness AT ALL! Try the ""World's Best Bloody Mary"" mix! That is AWESOME!",This is HORRIBLE!,1
Roo short ..quality very poor,Worst experience ever!,1
Don't waste money on buying this. This charger didn't work it's magnetic pawer is also not good. I just hated this????????,Utterly Disappointed,1
"I love Happy Baby products but this is GROSS. Unless your child really loves Spinach (in which case, why would you be buying this? you could just feed them spinach : )<br />It just tastes awful. UGH.",Gross. Daughter won't eat it. Neither would I.,1
Not good,Unsatisfactory,1
Very bad..,Nan,1
Worst product ever..... Flipkart should not promote this type of cheating.....potting mix contains excess moisture in order to get more weight,Not recommended at all,1
Nice,Worthless,1
Super,Not recommended at all,1
"Too small,don't buy",Worst experience ever!,1
Please no one buy this product the quality is very poor it is not worth our money....,Hated it!,1
"... nasty.  I may not be the best connoisseur of olives in the world, but I definitely buy my fair share, as Amazon can tell you.  I practically live on olives.  These, however, are soft to the point of slimy mush and just not tasty at all (like any slimy mush would have ""taste"").  I should have called Amazon and complained, but instead, I just cancelled my ""Subscribe and Save"" subscription.<br /><br />Nice jar, though.  The best olives I've had to date from Amazon are the Byzantine Pitted Country Olive Mix, 5-Pound Bag.  Now those are fantastic, but they do come in a bag.  So now I have a great storage jar to keep REAL olives!<br /><br />P.S.  In case you're missing my point, do NOT buy these olives unless you have a person in your life you REALLY don't like and want to give them a ""gift"" they're not likely to forget!  :>)",Only one word describes these olives...,1
Low quality,Nan,1
Very small size ...,Worst experience ever!,1
"First saw this item while in Hawaii. Item is not available via Trader Joe's, Whole Foods, or any other local retail distributor.<br />The only circumstances under which I would reorder is if the price is brought in line to alternatives, for example, the equivalent amount of flavored Crystal Geyser which sells 24 x 18 Fluid Ounces for $8.00. Do the math. The price required by the Amazon selection is absolutely outrageous, and doesn't include shipping. I cannot recommend this produce in good conscience as it outrageously overpriced.",Overpriced Arrowhead Water,1
Low quality products,Did not meet expectations,1
I hate this product ????????????,Not recommended at all,1
Not good product  chief materials,Waste of money!,1
Not good,Horrible,1
I LOVE the Chunky Chews Rawhide Ring and the Rawhide chews so I assumed this one would be as good.  Not so much- my dog got through half of this thing in an hour and was throwing up all night.  I recommend going with something that would last longer.,Highly Disappointing!,1
Not recommended,Nan,1
"Remote volume control not working after OS update,already exchanged once.Called the helpline - No help give. Least technically qualified personnel handling the call.Overall a useless product.",Did not meet expectations,1
