Text,Summary,Score
I have had this product on auto ship for several months without problem.  Last order I recieved did not work properly.  Cup over flowed coffee for what ever reason would not allow coffee to flow though.  I tried everything to fix problem.  Brought new cups and work fine so was cups.  Have one more order on way if work no problem but if over flow again will cancel.,Not happy,1
"I have been drinking Starbucks French roast for about 15 years now. The coffee would get five stars except Amazon Subscribe & Save service sucks. I never used this service before, but decided to take advantage of it for the first time, since I drink so much coffee. Signed up for a once a month shipment on this item and Amazon canceled after my first shipment, WTF! Very dissapointed Amazon.",Great Coffee - Subscribe & Save Sucks,1
"These were a complete ripoff. I could not have been more disappointed. First off, they tasted cheap, and i mean Dum-Dums taste of far better quality than these things did, the most basic and bland flavors possible (Pineapple, Mint, & Cinnamon) . They are absolutely too expensive for what they are, they run almost a dollar a piece, it's a scam! And last, the only ingredient separating these from the absolute cheapest, most generic lollipops you can get your hands on is L-tryptophan, which regardless of what this package tells you, is VERY dangerous in large consistent doses. I quit smoking, but with no help whatsoever from these cheap awful lollipops, i actually threw half of them away because they were so awful. If you must, i would recommend just getting a L-tryptophan supplement vitamin, but do not abuse and take with caution. I quit with ""One Step"" filters and a few other products, that helped alot more than these, yuck!","Pretty lousy, and a total ripoff!!...",1
"The packaging is faulty and allows moisture into the cereal. I retained all packs in a safe, dry area (we do live in a moist area though). When opened packs to use, they were all so hard & stuck together from getting moist, you could barely even get teh cereal out of the box much less giving it to a baby probably wouldn't be a good idea.",DON'T BUY UNLESS YOU WILL USE WITHIN A FEW DAYS! FAULTY PACKAGING,1
I did not care for the taste of this product and could not return it. It had a very strong taste.,Click Vanilla Latte,1
Worst service from Flipkart   don't waste money on this scrap1.display poor 2.Hanging issues3.cameras are poorOverall wasteGood things1.sound excellent,Worthless,1
Don't go for this quality is not good,Utterly Disappointed,1
"This product has honey for those of you who can't or don't eat honey. I was unable to try it out once I received it. The ingredients were not to be found on Amazon's listing, just thought I'd leave a FYI for others.",couldn't eat,1
Everything arrived fine and packaging was ok.  But something is wrong because the are very stale.  I have these all the time for breakfast and these are just not right.,STALE,1
Initially days power bank working fine but after completing 6 months power bank not working. Wastage of money don't buy this product.,Don't waste your money,1
Simply waste. Takes more time to grind the rice/dhal.  Even after grinding for long time we could find some rice in it. Generally urad dhal will become puffy. But in this it becomes like a thick paste. Before this i was using the free grinder given by Tamilnadu govt. That was far better than this one. The only good thing is it is made in india. Feel satisfied with tat.,Waste of money!,1
Fabric not good,Worst experience ever!,1
Very low quality....,Nan,1
"Well, my cats were totally uninspired by this cat nip.  But from reading through all of the reviews it certainly seems that many cats do respond to it.  I've only found one brand of catnip so far that my guys are crazy about but unfortunately I don't remember the brand, only the little muslin bag it was packaged in.",No Wow,1
I used the kettle  6 month and now the kettle is not working.,Unsatisfactory,1
Even when heating these they taste horrible. Mine arrived already dried out. When removing them from the package they were cracked and crumbly. My sons who are Celiacs almost cried. They miss hamburger buns so badly and I thought with the reviews I saw that these were the answer for them.<br /><br />Both are six years old and both practically gagged on the texture and taste.. all around just plain bad. Even our dog wouldn't eat them and he eats just about everything.. he sniffed them and walked away.. That says it all right there.,Dry as a bone,1
i am using now,Utterly Disappointed,1
"First, a bunch of us tried this product, but rate it poor after comparing it with another brand. And, we found out it has granulated garlic, possibly onion. It does not say it on the ingredient label like every other jerky company does; even in addition to ""spices"". Here it is part of the ""vegetarian spices"" ingredient.<br /><br />  The company does not seem very forthcoming. Anyway, we found a company tasty eats which sales ginger, teriyaki, original, peppered, hot n'spicy and even unsweetened jerky and none of it contains garlic or onion. We also found it to be the best in quality, texture and flavor. In fact, we ordered six cases of the ginger direct from the company. They are out of their bestselling teriyaki, original and many other flavors. But, we'll order those when they are available.<br /><br />  Really try it, it is truly the best: tasty eats soy jerky. We have tried numerous jerkys for vegans and vegetarians; and many do not want garlic or onion powder in them. This tasty eats soy jerky is the best tasting and what more, no onion or garlic powder in any of their product line. They are rated 5 of 5. This primal strip does not compare.","IF you like this, just try tasty east Soy Jerky",1
"The product arrived in a timely manner, thanks for that. Otherwise, I am quite disappointed. It sure looks nice on the product description page, but don't be fooled. I expected some sort of slab bacon similar in texture to a store bought bacon package looking like the photo. Not so, 99.9% pure fat, barely hints of ""meat"". I was planning on using this bacon as seasoning for pea, lentil and bean soups, but it's completely unusable and ended up in the garbage. Not worth it.",Look somehere else,1
